"id","title","tnff_year","location","category","release_date","duration_mins","language","director","producer","synopsis","director_bio","film_img_url","director_img_url","other_info"
64,"Kadamandu ","2013","Nepal","Documentary","2012",30,"Nepali with English Subtitles","Ramesh Khadka","Manju Bhatta","This documentary is about Kadamandu, a village in Doti in far western Nepal. Instead of heading to Kathmandu, Nepal’s capital and largest metropolitan, men folk from Kadamandu have for generations left for Mumbai as migrant workers because of its relative proximity. In recent years, the migrant workers have been bringing back HIV AIDS along with meager remittances. ","Ramesh Khadka is a documentary filmmaker with vested interest in Nepal’s rural areas and issues pertaining to them. His documentaries include Lives of Jawang, Chhau, Mother of 25, Lamas in Dilemma, Living with Culture and Celebration of Death that have been screened in numerous festivals all over the world.","https://tnff-static.tnff.ca/tnff-2013/kadamandu/Kadamandu.jpg",,
66,"Mukundo","2013","Nepal","Fiction","1999",105,"Nepali with English Subtitles","Tsering Rhitar Sherpa","Tsering Rhitar Sherpa","Nepal’s submission to the 73rd Academy Award for Best Foreign Language film, Mukondo is set in Kathmandu of 1990s. This psychological drama centers on middle class life of Dipak and his wife Saraswati, who desperately desires for a son. Saraswati’s distraught circumstances make her appeal to a beauteous Gita, a Jhangrini (spiritual healer). Gita's own crisis of faith and, perhaps, her stunning beauty, forces all three to a dizzying climax, leaving the lines between secular and spiritual desires eerily blurred. ","Tsering Rhitar Sherpa runs his film production company Mila Productions in Kathmandu. His other feature film is Karma and he is currently working on Uma. Mukondo is the arguably the first Nepali independent film to get noticed internationally.","https://tnff-static.tnff.ca/tnff-2013/mukundo/Mukondo.jpg",,"Previous Screening and Awards:   3rd Asian Film Festival, Tokyo, 1999    Goteborg International Film Festival, Sweden, 2000   Fribourg International Film Festival, Switzerland, 2000   San Francisco International Film Festival, USA, 2000   Fukuoka International Film Festival, Japan, 2000   Vancouver International Film Festival, Canada, 2000   Mumbai International Film Festival, India, 2001"
61,"Chhintang Doesn’t Believe in Tears ","2013","Nepal","Documentary","2012",43,"Nepali with English Subtitles","Jas Kumar Rai","Jas Kumar Rai","This powerful documentary traces the Chhintang Massacre of 15 people by government security forces in Dhankuta in eastern hills of Nepal in 1980. The security forces’ action was carried out to suppress the Communist movement in the indigenous Kirat communities of the region. The Chhintang community wishes the dead to have their names cleared and to be honored as National Martyrs.","Jas Kumar Rai has spent over two decades in print and radio journalism. He is also the Founding Director of Bijayapur FM, broadcast in Dharan. This is his first documentary film.","https://tnff-static.tnff.ca/tnff-2013/chhintang-doesnt-believe-in-tears/Chhintang.jpg",,"Previous Screening and Awards:   Nepal International Indigenous Film Festival, 2012 "
63,"Dhulo ","2013","Nepal","Fiction","2012",17,"Nepali with English Subtitles","Saroj Mahato","Saroj Mahato","Set in the populous and polluted streets of Kathmandu, this film is about two street kids and their deceivingly disparate adult lives they end up pursuing. The smaller and weaker one, who also stammers, ends up being a destitute pickpocket. The bigger and stronger one ends up being a popular but corrupt political icon. ","Saroj Mahato received his MFA in Film and Video from Korean National University of Art in South Korea. His other films includes a documentary Buddha Born in Nepal, shorts The Last 5 Minutes, Luniva and Virtual Dream. ","https://tnff-static.tnff.ca/tnff-2013/dhulo/Dhulo.jpg",,"Previous Screening and Awards:   Ekadeshma Film Festival, Kathmandu, 2012 "
65,"False Spring ","2013","Czech Republic","Fiction","2012",15,"Czech and English with Subtitles","Bhaskar Dhungana","Bhaskar Dhungana","Set in the city of Prague, this visually stunning short is a portrait of an elderly man Janus and his interlude with a young woman on a warm spring day on the banks of Vltava River. ","Bhaskar Dhunaga has directed three other short pieces. False Spring is his directorial debut. He is in partnership with Quest Entertainment, a film exhibition and distribution company based in Kathmandu. With Quest, he co-produced Kagbeni and Sano Sansar.","https://tnff-static.tnff.ca/tnff-2013/false-spring/FalseSpring.jpg",,"Previous Screening and Awards:   Ekadeshma Film Festival, Kathmandu, 2012 "
86,"Bhedako Oon Jasto (In Search of a Song)","2010","Nepal","Nepal","2004",56,"Nepali with English Subtitles","Kiran Krishna Shrestha",,"This energetic rock’n roll road movie follows well-known Nepali journalist Narayan Wagle and two band members of  Nepathya, a popular Nepali rock group, as they trek the Himalayan region of Lantang searching for a local folk tune called Bhedako Oon Jasto (literal translation: Like the wool of a sheep).","Kiran Krishna Shrestha is based in Kathmandu and is the team leader of Nepa-laya, an organization that has been active in promoting arts and music in Nepal. Bhedako Oon Jasto is Kiran’s debut film and has been screened around the globe and it received Special Mention Award at Film South Asia 2003 in Kathmandu.","https://tnff-static.tnff.ca/tnff-2010/bheda-ko-oon-jasto/bhedakooonjasto.png",,"Awards: •	Special Mention, Film South Asia Festival 2004 "
72,"Identity","2012","Canada","Documentary","2010",14,"Nepali and Tagalog with English Subtitles","Lakshya Dhungana & Paula Mateo","Lakshya Dhungana & Paula Mateo","This introspective short documentary delves into the diasporic voices of migration and identity amongst Toronto’s Nepali and Filipino community.","Lakshya Dhungana is from Nepal and is a third year student of the International Development Studies in University of Toronto, Scarborough.  Paula Mateo is from Philippines, studies Graphic Design at RCC Academy of Design in Toronto.  Identity is their first film","https://tnff-static.tnff.ca/tnff-2012/identity/IDENTITY.jpg","https://tnff-static.tnff.ca/tnff-2012/identity/IDENTITY_FilmmakersPic.jpg","Previous Screening and Awards  YMCA Voices Film Festival, 2011"
68,"Khusi Bhaneko (A Thing Called Happiness)","2012","Nepal","Short","2011",7,"Nepali with English Subtitles","Anya Vaverko","Anya Vaverko","This film is a collection of thoughts on happiness from the people living in different places in Nepal. It is a simple look into contemporary Nepal and the people who live in it, yet its theme is universal.","Anya Vaverko was born in Ukraine, grew up in New York and has been connected with Nepal since 2003. She studied photojournalism at University of Texas in Austin, and has been living in Nepal since 2009, where she is the cofounder of Sattya Media Arts Collective. This is her second short film.","https://tnff-static.tnff.ca/tnff-2012/kushee-bhaneko/AThingCalledHappiness.jpg",,"Previous Screening and Awards  Local@Sattya, Sattya Media Arts Collective, Kathmandu, 2011 Local Shorts Screening Series, Times Square Mall, Kathmandu, 2011"
71,"Ma Khusi Chu (I am Happy)","2012","Nepal","Fiction","2011",27,"Nepali with English Subtitles","Abinash Bikram Shah","Anup Poudel","This thoughtful and innovative film is about two idiosyncratic urban characters; Vashna, who lives to make others happy, and Aakash, an aimless wanderer who chooses to live happily in the moment. The film is about their meeting, and beautiful and fleeting moments that lead to it.","Abhinash Bikram Shah lives and works in Kathmandu as an independent filmmaker. He is an alumnus of Berlinale Talent Campus in Germany, and Asian Film Academy in South Korea. His short Tie is..Perhaps.. won the best film award in Kalaghoda International Film Festival, India in 2010. The film has also been screened at Inter-university Short Film Festival, Bangladesh and Kathmandu International Mountain Film Festival in 2010. He has also written scripts for features Highway and Hamro Team. He has just finished another short Sarir under Lalteen Project.","https://tnff-static.tnff.ca/tnff-2012/ma-khusi-chu/IamHappy.jpg","https://tnff-static.tnff.ca/tnff-2012/ma-khusi-chu/AbinashBikramShah.jpg","Previous Screening and Awards  Busan International Film Festival, South Korea, 2011 World Film Festival of Bangkok, 2012 Kathmandu International Mountain Film Festival, Nepal, 2011 Seattle South Asian International Film Festival, 2011"
76,"Team Nepal","2012","Nepal","Documentary","2005",38,"Nepali with English Subtitles","Girish Giri","Nepa-laya","This is a lively film about a soccer team representing a youth club from Brigunj (town in western Nepal bordering Bihar, India) that travels to Bihar in India to play a tournament. Diarisitic and spontaneous in nature, the film cherishes myriad moments of laughter and camaraderie. Wins and losses are part of the story, both on the soccer field and in life.","Girsih Giri is a journalist and a documentary filmmaker. He is the Bureau Chief of Nagarik, one of the largest Nepali daily newspapers. He writes about cinema, music, visual arts, culture and travel. He has worked for several International TV channels including National Geographic as a Filed Producer.","https://tnff-static.tnff.ca/tnff-2012/team-nepal/TeamNepal2.jpg","https://tnff-static.tnff.ca/tnff-2012/team-nepal/GirishGiri.jpg","Previous Screenings and Awards  Film South Asia, Kathmandu, Nepal, 2005 Winner of Mention Award, Sports Movie and TV-23 International Festival, Italy, 2005 Traveling Film South Asia, 2006"
77,"Forgive! Forget Not!","2011","Nepal","Documentary","2008",28,"Nepali with English Subtitles","Pranay Limbu","Pranay Limbu","Forgive! Forget Not! is an experimental landmark in Nepali documentary filmmaking. Narrated by Nepali journalist Bhaikaji Ghimire, illegally imprisoned in blindfold inside Kathmandu’s infamous Bhairavnath barracks for 15 month, this compelling story provides a mirror to the traumatic events experienced in Nepal during the Maoist insurgency. ","Pranay Limbu is involved in documenting the works of various grassroot communities and organizations ignored by the mainstream media. His maiden independent production History for Winners helped an award winning Nepali singer to re-launch his career after being in musical oblivion for 7 years. Forgive! Forget Not! is his second independent production. Recently, Pranay was a fellow at the Documentary Centre of George Washington University in the US.","https://tnff-static.tnff.ca/tnff-2011/forgive-forget-not/FORGIVE+FORGET+NOT.jpg",,"Previous Screenings/Awards: •	Film South Asia, Kathmandu, 2003: Selected in the Best fifteen and FSA travelling showcase. •	Kathmandu International Film Festival, 2007: Best film (Nepal Panorama) •	New Wave International Film Festival, Sri Lanka: 2nd Best film (International Documentary category) •	Amnesty International Film Festival, New Delhi, 2008 (New Delhi) •	SAVAC, Monitor 6, 2010 "
84,"The Last Race","2011","Nepal and UK","Fiction","2004",22,"Nepali and Manangi with English Subtitles","Subina Shrestha and Alex Gabbay","Tripple Gurung","Set in the beautiful valley of Manang that borders Tibet, The Last Race explores the friendship between two boys, Karma and Lakpa. Lakpa’s dream is to join his father in America. But he wants his friend Karma to join him. But all that Karma wants is to win the annual Yarthung horse race. ","Subina Shrestha is based in Kathmadu and has been working as a filmmaker and a journalist for the past ten years. Her films include Chulo, Choli ra Bhanduk (A Stove, A Blouse and A Gun), The Big Top Shuffle, The Last Race, and Un Amor Sin La Vida. She is the correspondent for Al Jazeera English in Nepal. Her work has been screened in Al Jazeera, BBC World, ITN and she was nominated for the Rory Peck Awards and received the Concentra Award for Outstanding Video Journalism.  Alex Gabbay has been working as a filmmaker for over a decade. His outstanding camera work and direction has been recognized and awarded by various film festivals. He lives in London. ","https://tnff-static.tnff.ca/tnff-2011/the-last-race/TheLastRace.jpg",,"Previous Screenings/Awards: •	Special Jury Award, Earth Dance Film Festival, California 2006 •	22nd Festival International du Film de Montagne, Autrans, France •	17th Cardiff Screen Film Festival, Cardiff, Wales •	3rd Tegernsee International Mountain Film Festival, Tegernsee •	Taos Mountain Film Festival, Toas, 2005 •	XIII International Festival of Mountain Films, Poprad, Slovakia •	17th Internationales Berg + Abenteuer Film Festival, Graz, Austria •	Himalaya Film Festival, Netherlands, 2005 •	Kendal Mountain Film Festival, Cumbira, 2005 •	Euroshorts, Warsaw, Poland, 2005 "
85,"Vhando","2011","Nepal","Fiction","2010",10,"Nepali with English Subtitles","Dipa Basnet","B.B Basnet / Jibansathifilms. Pvt. Ltd","Vhando is a fiction short that deals with the psychological representation of the poor Bhime, who in his course of work feels his identity to be nothing except the non-living pot.","Dipa Basnet is a young filmmaker with a background in theatre. She is a graduate of Oscar College of Film Studies in Kathmandu. Currently she runs Jibansathi Films based in Kathmandu writing scripts, directing and producing films. Her other films includes Ultimate Truth and Democracy is…… She also works at Nepal Forum of Environmental Journalist as a visual editor.","https://tnff-static.tnff.ca/tnff-2011/vhando/Vhando.jpg",,"Previous Screenings/Awards: •	BUDS Film Festival, Kathmandu, 2010 "
82,"The Struggle Within","2011","Nepal","Documentary","2009",20,"Nepali with English Subtitles","Manoj Raj Pandey",,"The Struggle Within is a documentary that follows gay, lesbian, bi and transgender youths in Kathmandu as they prepare for Mr. Pink, an upcoming pageant. It follows the stories of the discrimination that the youth have faced whether it was in the Nepali Army, the Maoist Army or in their own homes.","Manoj Raj Pandey has been running a media house in Kathmandu and working as a creative producer and director of audio-visual medium for seven years. He has produced and directed more than a hundred audio-visual products for national and International agencies in Nepal and abroad. Currently he is working on three projects for the state-owned Nepal Television. His film Living by the River received a Special Mention Jury Award at the Third International Indigenous Film Festival of Nepal and a Special Mention Jury Award in Nepal Panorama category of Kathmandu International Mountain Film Festival in 2009. ","https://tnff-static.tnff.ca/tnff-2011/the-struggle-within/StruggleWithin.jpg",,"Previous Screenings/Awards: •	Kathmandu International Mountain Film Festival, 2010 "
81,"The Rat Hunters","2011","Canada","Documentary","2009",45,"English and Maithali with English Subtitles","Pradeep Kumar Sharma","Pradeep Kumar Sharma","The Rat Hunters is a documentary film that reflects the lifestyle of rat hunting community from South Asia called “Mushahar.” The film follows a five daylong bamboo-trading journey on ancient oxen cart in Southern plains of Nepal bordering India. The film centres on Bikon Saday, a sixty years old Mushar man who lives with his family of five. He earns a meagre wage by working for his landlord as a bonded labour, a heinous tradition that passes on from a generation to the next.","Pradeep Kumar Sharma is a Nepali-Canadian filmmaker based in Vancouver. The Rat Hunters is his first film. ","https://tnff-static.tnff.ca/tnff-2011/rathunters/RatHunters.jpg",,
90,"Return to Nepal","2010","Canada","Documentary","2008",46,"Nepali and English with English Subtitles","Robert Lang",,"This insightful documentary follows musician Bruce Cockburn on his return to Nepal where he finds much has changed during his 20 year absence.  Although most of the population still lives in rural villages connected by ancient footpaths, children are going to school and farmers are using new agricultural practices.  The film reveals people who have much to offer the world: spiritual wisdom and tactics for survival through determination and interdependence.","Robert Lang is a director, producer, writer and cameraman who, over the past fifteen years has been responsible for production of over 150 television programs. Since he first began as a director/cameraman at the NFB in Montreal in the 1970s, themes of sustainability and biodiversity have been central to his work in documentaries like Potatoes (NFB, 1976), Fragile Harvest (CBC, 1985), Earth Journal with Richard Leakey (NBC-TV, 1991), River of Sand (TVO/Vision TV, 1998) and The Sacred Balance with David Suzuki (CBC/PBS, 2002).","https://tnff-static.tnff.ca/tnff-2010/return-to-nepal/ReturnToNepal.jpg",,"Previous Screenings: •	Planet in Focus International Environmental Film & Video Festival, Toronto, 2008. •	Banff Mountain Film Festival, Banff, Alberta, 2008. "
91,"Sacrifice","2010","Nepal","Animation","2010",5,"English","Deepak Limbu",,"In this animal-rights animation, a young goat gets separated from its parents when a butcher yanks him away with other plans in mind. ","Deepak Limbu is a Kathmandu based animator and concept artist. He combines traditional methods of art and contemporary climate to bring out a fusion of creativity and experience. He is one of the members of Escape Animation.","https://tnff-static.tnff.ca/tnff-2010/sacrifice/Sacrifice.jpg",,
93,"Small Step","2010","Nepal","Animation","2009",3,,"Deepak Limbu",,"Told from a child’s perspective, this short animation advocates for a cleaner pollution-free environment.","","https://tnff-static.tnff.ca/tnff-2010/small-step/SmallStep.png",,
88,"Malaamee (The Funeral)","2010","Nepal/USA","Documentary","2008",20,"Nepali with English Subtitles","Subarna Thapa",,"When the miller in a Nepali village abruptly dies there is no one to carrying him to his grave. The able-bodied men have migrated away in search of work and the village is left with old men, children and women who are not allowed to touch the dead. ","Subarna Thapa is Nepali filmmaker based in France. He comes from an acting background and Funeral is his debut film. Funeral has received numerous awards including the Grand Prize for the 2008 Rencontres du Court, Montpellier, France and Public Prize for 2008 River to River Indian Film Festival, Florence, Italy. Currently he is working on a feature length film in Kathmandu, Nepal.","https://tnff-static.tnff.ca/tnff-2010/malaamee/Malaamee.jpg",,"Previous Screenings/Awards: •	Nepal International Indigenous Film Festival, Kathmandu, 2008. •	Kathmandu International Mountain Film Festival, 2008. •	Himalyan Film Festival, Amstredam, 2008. •	Festival de Film Court de Villeurbanne, Lyon, France, 2008. •	Rencontre du Court, Montpellier, France, GRAND PRIZE, 2008. •	River to River, Florence, Italy, 2008. •	Cinemed-Montpellier, France, 2008. "
89,"Nabarasiyeko Jhari (A Silent Monsoon)","2010","Nepal","Documentary","2006",34,"Nepali with English Subtitles","Pravesh Gurung",,"Set in a remote village in Nepal, Durga fights to save her twelve-year-old daughter Laxmi from the family profession of prostitution. Trapped by poverty, class and tradition, Durga's mother sees no option but to put her granddaughter's virginity up for sale to the highest bidder in order to save the family home. As the monsoon clouds gather, Durga devises a plan to set Laxmi free.","Pravesh Gurung was born in Singapore. He received a Masters degree from Kathmandu University School of Management, and went on to work for a NGO in Nepal. During his tenure at the NGO, he had to do extensive travels in rural Nepal, which became formative for his later filmmaking career. He studied filmmaking at California Institute of the Arts (Cal Arts) and has been actively making films including Home and First Flush. He currently works in Mumbai, India.","https://tnff-static.tnff.ca/tnff-2010/nabarasiyeko-jhari/SilentMonsoon.jpg",,"Previous Screenings: •	Cleveland International Film Festival, Cleveland, 2007. •	VC Filmfest The: Los Angeles Asian Pacific Film Festival, 2007. •	30th Asian American International Film Festival, New York, 2007. •	Sedona International Film Festival, Sedona, 2007 "
56,"Bal Krishna Sama, Untold Story","2014","Nepal","Fiction","2012",71,"Nepali with English Subtitles","Dinesh Palpalee","Lawyers’ National Campaign for Elimination of Caste Discrimination (LANCAU) Nepal, www.lancau.org.np ","Sama in Nepali means equal. This fiction drama is named after the famous Nepali playwright late Bal Krishna Sama, who gave up his elite caste name Shumshere Jung Bahadur Rana and started using Sama as his last name. Set in current day far-western Nepal among the beautiful hills, the film focuses on the life of Krishna, a sweet, bright and inquisitive Dalit boy. Unfortunately, he has to come to terms with the heinous practice of untouchability that changes the course of his life. ","Dins Palpalee moved to Kathmandu from Mahendranagar in the far-western Nepal in 2006 and started making short amateur videos. In 2011 he directed the TV talk show Pairavi and made short video documentaries about various legal cases of caste discrimination undertaken by Lawyers’ National Campaign for Elimination of Caste Discrimination (LANCAU). Visit http://www.youtube.com/user/lancaunepal2020 to find out more about LANCAU. Bal Krishna Sama, Untold Story is his first feature length film, which he wrote, directed and edited. He also wrote the lyrics of all the songs in the film.  ","https://tnff-static.tnff.ca/tnff-2014/bal-krishna-sama-untold-story/bal-krishna-sama-untold-story.jpeg",,"Previous Screenings   2013Kathmandu International Mountain Film Festival    2013Documentary Arts Asia Centre (DAA), Chiang Mai, Thailand "
7,"Ananta Yatra","2018","Nepal","Short","2016",15,"Nepali with English Subtitles","Sunil Pandey","Sunil Pandey","This film is a chronicle about the journey of an elderly woman who suddenly passes away in 2015 due to the Nepal earthquake. The film depicts an emotional eulogy to the director’s beloved grandmother.","Sunil Pandey graduated from Oscar Int. College in Nepal. He specialized in the field of Direction. Ananta Yatra is his final graduation film.","https://tnff-static.tnff.ca/tnff-2018/ananta-yatra/ananta-yatra.png",,
83,"Sherpas The True Heroes of Mount Everest","2011","Nepal and Switzerland","Documentary","2009",95,"Nepali and Sherpa with voiceover in English","Otto C. Honegger, Frank Senn and Hari Thapa","Swiss National Television (SF), ARTE","Sherpas The True Heroes of Mount Everest focuses on the hired Sherpas of a Swiss Everest Expedition Team. Among the Sherpas is Dawa, who has accented the Everest summit thirteen times. The film heroically showcases the role of Sherpas who make it possible for the big-pocketed Western climbers to reach the summit. Among other revelations, the film chronicles the Sherpas as they get stuck in climbers’ jam as over 50 expedition teams are vying for the summit, and all the while they fight against altitude sickness to appease their clients.","About the Directors:  Frank Senn works for Swiss Television as a journalist and producer of films on mountaineering and adventure, several in Nepal and Tibet. He is also a team leader of series production at Swiss National Television. Hari Thapa is based in Kathmandu and has worked as a journalist in different print media and for Nepali Television. He has produced films for national and international NGOs in Nepal. He is running his own audio-visual production company ""Contemporary Vision Pvt. Ltd."" that has received both local and international commissions for investigative reports and documentaries. Otto C. Honegger, former head of the documentary department at Swiss National Television, has made films on diving, adventure and politics. Otto is running his own company these days and producing documentary independently.","https://tnff-static.tnff.ca/tnff-2011/sherpas/climbing+Hillary+Steps.jpg",,"Previous Screenings/Awards  Swiss National Television (SF) ARTE Banff International Mountain Film Festival, Canada, 2010 Kathmandu International Mountain Film Festival, 2009"
94,"A Stove, a Blouse and a Gun","2010","Nepal","Documentary","2006",2,"Nepali and English with English Subtitles","Subina Shrestha",,"Forty percent of the People’s Liberation Army, the Maoist Party’s guerrilla outfit, was comprised of women cadres. This compelling documentary reviews the people’s war from women's perspectives and explores reasons why many women joined the Maoist party and took up arms to fight. ","Subina Shrestha is based in Kathmadu and has been working as a journalist and filmmaker for the past nine years.  She studied social work and print journalism in Nepal, India and the US. Her films include The Big Top Shuffle, The Last Race, and Un Amor Sin La Vida.","https://tnff-static.tnff.ca/tnff-2010/a-stove-a-blouse-and-a-gun/StoveBlouseGun.jpg",,
95,"We Corner People","2010","Nepal","Documentary","2006",50,"Nepali with English Subtitles","Kesang Tseten",,"The award-winning film tells the story of a remote Tamang village that builds a Swiss-funded trail bridge across an unpredictable river. The project gets complicated as the predominantly Buddhist village rapidly converts to Christianity.","Kesang Tseten is a Nepali filmmaker of Tibetan origin, the director of In Search of Riyal; Frames of War; We Corner People; Machhendranath: On the Road with the Red God; and We Homes Chaps. He has won many awards including the Best Nepali Documentary, Kathmandu International Mountain Film Festival, 2006 for We Corner People and Grand Prize at the Kendal Mountain Film Festival, UK, 2006 for Macchendranath.","https://tnff-static.tnff.ca/tnff-2010/we-corner-people/WeCornerPeople.png",,"Award: Best Nepali Documentary, Kathmandu International Mountain Film Festival, 2006 "
9,"Jaalgedi","2018","Nepal","Short","2017",15,"Nepali with English Subtitles","Rajesh Prasad Khatri","Min Bahadur Bham","Jaalgedi takes her family’s animals, like any other day, to pastures outside her remote village. However, the arrival of a white tourist sends shockwaves among the children of the village who have never seen a foreigner in their lives before. Like all her friends, the inquisitive little girl gets distracted from her responsibilities of a while - following the strange white man around the village - only to find a catastrophe has befallen because of her innocent curiosities.","Rajesh Prasad Khatri was born in Nepal on 1985, is a graduate of Literature and currently a primary school teacher in remote western mountains of Nepal. He has been active has a theatre actor and director since last 10 years. He has also worked as a production manager in a number of films, including The Black Hen (2015). Jalgedi is his debut short film, which was premiered at Busan International Film Festival as well as Berlinale Generation Kplus Competition.  ","https://tnff-static.tnff.ca/tnff-2018/jaalgedi/jaalgedi.jpg",,"Previous Screenings and Awards: 68th Berlin International Film Festival 2018"
14,"Kalo Pothi","2018","Nepal","Fiction","2015",90,"Khash with English Subtitles","Min Bahadur Bham","Anna Katchko, Tsering Rhitar Sherpa, Debaki Rai, Catherine Dussart, Min Bahadur Bham and Anup Thapa","Year 2001, a temporary ceasefire brings much-needed break to a small war-torn village in Northern Nepal, bringing much joy among the residents. Prakash and Kiran, two young close friends, are also starting to feel the change in the air. Though they are divided by caste and social creed, they remain inseparable, and start raising a hen gifted by Prakash’s sister, with hopes to save money by selling her eggs. However, the hen goes missing. To find it, they embark on a journey, innocently unaware of the tyranny brought by the fragile ceasefire. ","An award-winning filmmaker from Nepal, Min Bahadur Bham graduated in Filmmaking and Literature. He has a Masters degree in Buddhist Philosophy and Political Science. His short film The Flute (2012) was the first Nepalese film presented at the Venice Film Festival in competition. His directorial debut The Black Hen (2015) is the first feature film of Nepal presented in Venice Critics Week and awarded with FEDEORA Best Film. This film was a huge box office success in Nepal and also an official entry from Nepal to Oscar for the category of Best Foreign Language Film 2016. He owns his production company, Shooney Films, where he has produced several short and feature films. The films have been screened at various film festivals around the world including, Venice, Berlinale, Busan, San Sebastian, Locarno, Tokyo, Seattle, and Montreal World. Currently, he is developing his second feature film, A Year of Cold at Cinéfondation Résidence, du Festival de Cannes. ","https://tnff-static.tnff.ca/tnff-2018/kalo-pothi/kalo-pothi.jpeg","https://tnff-static.tnff.ca/tnff-2018/kalo-pothi/min-bahadur-bham.jpg","Previous Screenings and Awards: Venice International Film Festival Critics Week, Italy - 2015 - Best Film Award  National Film Award of Nepal - Best Film, Best Screenplay - 2017  Film Critics Association of Nepal - Best Film, Best Screenplay, Best Cinematography - 2017  Special Film of the Year - Nepal Film Development Board - 2017  Official Entry from Nepal to Academy Award for Best Foreign Language Film Category - 2016  Official Selection in more than 65 Film Festival around the world including Busan, Locarno, San Sebastian, Moscow, Hong Kong, Melbourne and won 15 Awards - 2015 to 2018"
3,"Curious Case of Bhim Thapa","2018","Nepal","Documentary","2015",14,"Nepali with English Subtitles","Bhakta Chand","Bhakta Chand, Gopal Shivakoti","This documentary centers on a man, a myth and his legacy and works both as a biopic and as a timelessly relevant piece of social commentary. Mr. Bhim Thapa has dedicated his life on the idea that people need to be awakened to bring changes in their lives. He held this idea for a lifetime, painting & inscribing the word “khoja” on pavement, walls, and stones all over Nepal. Although he is 96 years old, he is still traveling and writing. It is believed that he has written/inscribed “Khoja” over 8 million times.","Bhakta Chand studied Theater Arts and English Literature in Norway. During his studies, he developed an interest in films and documentaries. He returned to Kathmandu to produce documentaries on social, cultural & contemporary issues in Nepal. His first documentary on the plastic problem in Kathmandu valley won him the prestigious award at San Francisco organized by the Siemens. He wrote and directed a feature length documentary about traditional music and musicians called “Valley Of Music”. The Curious Case of Mr. Bhim Thapa is his third documentary film.","https://tnff-static.tnff.ca/tnff-2018/curious-case-of-bhim-thapa/bhim-thapa.png",,
2,"Pink Tiffany","2018","Nepal","Documentary","2017",44,"Nepali with English Subtitles","Sophie Dia Pegru",,"While Nepal may be a beacon of progress, legally recognizing an “other” gender, this film is breaking the silence on the daily struggle to gain not only social legitimacy, but also family acceptance, perhaps the largest hurdle for all of our personal journeys and dreams. The sole remaining son in her family, Meghna, from Jhapa, transitioned into her identity as a woman over the last decade. As a model and businesswoman with big dreams, she shares an honest and thought-provoking look at her family and her life in Kathmandu –and an unusually poignant relationship between a mother and her daughter. Meghna Lama is a torchbearer for the transgender community in Nepal. Bravely embracing her transformation in a culture that often values sons and daughters very differently, her dauntless attitude and spirited laugh are both a powerful reminder of not only what it is to be transgender in Nepal, but ultimately, what it is to be human.","Sophie is a British American film director and a documentary cinematographer who has made films in the Antarctic, at the North Pole and in the Himalayas. Films include “The Horses of the Last Forbidden Kingdom” shot in Mustang, and “Daughters of the Curved Moon” shot in Jumla. “Pink Tiffany” is the third film produced by the Shakti Pictures team in Nepal.","https://tnff-static.tnff.ca/tnff-2018/pink-tiffany/pink-tiffany.jpeg","https://tnff-static.tnff.ca/tnff-2018/pink-tiffany/sophie-dia-pegru.jpg","Kathmandu International Mountain Film Festival (World Premiere) - Dec 2017 (Not in Competition)"
11,"Jhajalko","2018","Darjeeling","Fiction","2017",18,"Nepali with English Subtitles","Wangyal Sherpa","Wangyal Sherpa and Anup Aadin Das","This fictions follows series of memories of Sarita after she receives the tragic news of her husband’s death. This film shows Sarita’s struggles as she has to raise her son on her own.","Wangyal Sherpa is a Mass Communication and Journalism graduate from Darjeeling District of West Bengal. He has been working on video productions since 2008. He has few short films and documentaries in his portfolio. He has worked as an editor for the documentary, “Voices of Teesta”, which was screened during “Woodpecker International Film Festival” in 2016.","https://tnff-static.tnff.ca/tnff-2018/jhajalko/jhajalko.png","https://tnff-static.tnff.ca/tnff-2018/jhajalko/wangyal-sherpa.jpg",
12,"Finding Life in Monochrome","2018","Darjeeling","Documentary","2017",10,"Nepali and Hindi with English Subtitles","Wangyal Sherpa","National Child Labour Project (NCLP), Labour Department, Darjeeling","This documentary deals with the stories of children living in Edith Wilkins (NGO), Darjeeling, who have suffered from various forms of child abuse.","Wangyal Sherpa is a Mass Communication and Journalism graduate from Darjeeling District of West Bengal. He has been working on video production since 2008. He has few short films and documentaries in his portfolio. He has worked as an editor for the documentary, “Voices of Teesta”, which was screened during “Woodpecker International Film Festival” in 2016.","https://tnff-static.tnff.ca/tnff-2018/finding-life-in-monochrome/finding-life-in-monochrome.jpg","https://tnff-static.tnff.ca/tnff-2018/finding-life-in-monochrome/wangyal-sherpa.jpg",
